date,location,item,opening_stock,received,issued,closing_stock,lead_time_days,criticality,supplier
2025-03-23,Warehouse C,Flour,161,14,72,103,3,Medium,Supplier X
2025-03-24,Hospital A,Paracetamol,120,40,105,55,2,High,Supplier X
2025-03-24,Hospital A,Amoxicillin,122,35,16,141,4,High,Supplier Y
2025-03-24,Hospital A,Rice,140,12,117,35,2,Medium,Supplier X
2025-03-24,Hospital A,Flour,93,32,8,117,6,Medium,Supplier X
2025-03-24,Hospital B,Paracetamol,130,3,115,18,3,High,Supplier Y
2025-03-24,Hospital B,Amoxicillin,192,19,144,67,2,High,Supplier X
2025-03-24,Hospital B,Rice,52,13,5,60,3,Medium,Supplier Y
2025-03-24,Hospital B,Flour,105,38,59,84,4,Medium,Supplier Y
2025-03-24,Warehouse C,Paracetamol,116,20,59,77,2,High,Supplier X
2025-03-24,Warehouse C,Amoxicillin,160,9,152,17,4,High,Supplier Y
2025-03-24,Warehouse C,Rice,166,5,72,99,5,Medium,Supplier X
2025-03-24,Warehouse C,Flour,69,40,47,62,3,Medium,Supplier Y
2025-03-25,Hospital A,Paracetamol,126,17,117,26,5,High,Supplier Y
2025-03-25,Hospital A,Amoxicillin,73,4,2,75,4,High,Supplier Y
2025-03-25,Hospital A,Rice,126,38,144,20,6,Medium,Supplier X
2025-03-25,Hospital A,Flour,128,11,21,118,6,Medium,Supplier X
2025-03-25,Hospital B,Paracetamol,97,29,0,126,6,High,Supplier Y
2025-03-25,Hospital B,Amoxicillin,82,2,29,55,3,High,Supplier Y
2025-03-25,Hospital B,Rice,196,0,98,98,3,Medium,Supplier X
2025-03-25,Hospital B,Flour,70,39,99,10,4,Medium,Supplier Y
2025-03-25,Warehouse C,Paracetamol,139,8,57,90,4,High,Supplier Y
2025-03-25,Warehouse C,Amoxicillin,179,15,193,1,2,High,Supplier X
2025-03-25,Warehouse C,Rice,65,43,41,67,2,Medium,Supplier X
2025-03-25,Warehouse C,Flour,185,49,80,154,5,Medium,Supplier Y
2025-03-26,Hospital A,Paracetamol,101,23,17,107,4,High,Supplier Y
2025-03-26,Hospital A,Amoxicillin,68,14,75,7,2,High,Supplier X
2025-03-26,Hospital A,Rice,75,40,91,24,3,Medium,Supplier Y
2025-03-26,Hospital A,Flour,149,16,124,41,5,Medium,Supplier Y
2025-03-26,Hospital B,Paracetamol,76,18,44,50,6,High,Supplier X
2025-03-26,Hospital B,Amoxicillin,65,29,10,84,3,High,Supplier X
2025-03-26,Hospital B,Rice,104,42,102,44,2,Medium,Supplier Y
2025-03-26,Hospital B,Flour,195,6,186,15,6,Medium,Supplier Y
2025-03-26,Warehouse C,Paracetamol,134,25,146,13,5,High,Supplier X
2025-03-26,Warehouse C,Amoxicillin,151,32,20,163,2,High,Supplier X
2025-03-26,Warehouse C,Rice,167,6,154,19,2,Medium,Supplier X
2025-03-26,Warehouse C,Flour,53,27,54,26,2,Medium,Supplier X
2025-03-27,Hospital A,Paracetamol,70,17,58,29,5,High,Supplier Y
2025-03-27,Hospital A,Amoxicillin,55,19,22,52,3,High,Supplier X
2025-03-27,Hospital A,Rice,181,0,52,129,2,Medium,Supplier X
2025-03-27,Hospital A,Flour,77,18,82,13,6,Medium,Supplier X
2025-03-27,Hospital B,Paracetamol,161,3,17,147,6,High,Supplier Y
2025-03-27,Hospital B,Amoxicillin,172,13,154,31,5,High,Supplier Y
2025-03-27,Hospital B,Rice,68,45,95,18,4,Medium,Supplier X
2025-03-27,Hospital B,Flour,178,42,127,93,6,Medium,Supplier X
2025-03-27,Warehouse C,Paracetamol,161,27,85,103,5,High,Supplier X
2025-03-27,Warehouse C,Amoxicillin,153,19,88,84,2,High,Supplier Y
2025-03-27,Warehouse C,Rice,97,48,5,140,5,Medium,Supplier Y
2025-03-27,Warehouse C,Flour,184,31,107,108,2,Medium,Supplier X
2025-03-28,Hospital A,Paracetamol,122,43,107,58,3,High,Supplier Y
2025-03-28,Hospital A,Amoxicillin,137,9,86,60,3,High,Supplier Y
2025-03-28,Hospital A,Rice,165,36,25,176,4,Medium,Supplier X
2025-03-28,Hospital A,Flour,164,31,60,135,2,Medium,Supplier Y
2025-03-28,Hospital B,Paracetamol,73,38,102,9,4,High,Supplier X
2025-03-28,Hospital B,Amoxicillin,50,21,37,34,6,High,Supplier X
2025-03-28,Hospital B,Rice,162,43,111,94,3,Medium,Supplier Y
2025-03-28,Hospital B,Flour,154,48,113,89,4,Medium,Supplier X
2025-03-28,Warehouse C,Paracetamol,76,1,24,53,2,High,Supplier X
2025-03-28,Warehouse C,Amoxicillin,68,48,77,39,2,High,Supplier X
2025-03-28,Warehouse C,Rice,77,17,15,79,6,Medium,Supplier Y
2025-03-28,Warehouse C,Flour,164,23,122,65,5,Medium,Supplier X
2025-03-29,Hospital A,Paracetamol,95,16,63,48,5,High,Supplier X
2025-03-29,Hospital A,Amoxicillin,169,29,21,177,6,High,Supplier X
2025-03-29,Hospital A,Rice,72,40,16,96,3,Medium,Supplier Y
2025-03-29,Hospital A,Flour,198,9,5,202,6,Medium,Supplier X
2025-03-29,Hospital B,Paracetamol,171,27,158,40,2,High,Supplier X
2025-03-29,Hospital B,Amoxicillin,110,46,2,154,4,High,Supplier Y
2025-03-29,Hospital B,Rice,160,37,195,2,3,Medium,Supplier Y
2025-03-29,Hospital B,Flour,121,37,56,102,5,Medium,Supplier Y
2025-03-29,Warehouse C,Paracetamol,161,37,16,182,6,High,Supplier X
2025-03-29,Warehouse C,Amoxicillin,62,20,19,63,6,High,Supplier Y
2025-03-29,Warehouse C,Rice,142,48,148,42,6,Medium,Supplier X
2025-03-29,Warehouse C,Flour,127,14,129,12,2,Medium,Supplier Y
2025-03-30,Hospital A,Paracetamol,109,21,97,33,5,High,Supplier X
2025-03-30,Hospital A,Amoxicillin,189,22,181,30,3,High,Supplier Y
2025-03-30,Hospital A,Rice,75,43,117,1,5,Medium,Supplier Y
2025-03-30,Hospital A,Flour,194,16,35,175,3,Medium,Supplier Y
2025-03-30,Hospital B,Paracetamol,50,42,57,35,6,High,Supplier X
2025-03-30,Hospital B,Amoxicillin,58,22,65,15,4,High,Supplier Y
2025-03-30,Hospital B,Rice,57,38,77,18,6,Medium,Supplier X
2025-03-30,Hospital B,Flour,150,13,99,64,2,Medium,Supplier X
2025-03-30,Warehouse C,Paracetamol,98,10,67,41,6,High,Supplier Y
2025-03-30,Warehouse C,Amoxicillin,120,48,137,31,5,High,Supplier Y
2025-03-30,Warehouse C,Rice,122,10,81,51,4,Medium,Supplier Y
2025-03-30,Warehouse C,Flour,132,33,29,136,6,Medium,Supplier Y
2025-03-31,Hospital A,Paracetamol,108,37,138,7,6,High,Supplier Y
2025-03-31,Hospital A,Amoxicillin,114,36,121,29,3,High,Supplier Y
2025-03-31,Hospital A,Rice,151,3,87,67,5,Medium,Supplier X
2025-03-31,Hospital A,Flour,87,8,26,69,5,Medium,Supplier X
2025-03-31,Hospital B,Paracetamol,58,36,0,94,5,High,Supplier X
2025-03-31,Hospital B,Amoxicillin,64,20,51,33,6,High,Supplier X
2025-03-31,Hospital B,Rice,133,2,22,113,3,Medium,Supplier X
2025-03-31,Hospital B,Flour,162,20,35,147,3,Medium,Supplier Y
2025-03-31,Warehouse C,Paracetamol,185,12,107,90,4,High,Supplier X
2025-03-31,Warehouse C,Amoxicillin,129,30,76,83,5,High,Supplier Y
2025-03-31,Warehouse C,Rice,119,46,158,7,6,Medium,Supplier X
2025-03-31,Warehouse C,Flour,97,41,109,29,4,Medium,Supplier Y
2025-04-01,Hospital A,Paracetamol,105,41,87,59,5,High,Supplier Y
2025-04-01,Hospital A,Amoxicillin,111,12,1,122,3,High,Supplier Y
2025-04-01,Hospital A,Rice,53,2,1,54,4,Medium,Supplier Y
2025-04-01,Hospital A,Flour,129,49,90,88,2,Medium,Supplier Y
2025-04-01,Hospital B,Paracetamol,77,0,23,54,3,High,Supplier Y
2025-04-01,Hospital B,Amoxicillin,198,14,71,141,6,High,Supplier X
2025-04-01,Hospital B,Rice,106,30,109,27,5,Medium,Supplier X
2025-04-01,Hospital B,Flour,182,7,88,101,2,Medium,Supplier Y
2025-04-01,Warehouse C,Paracetamol,190,33,168,55,4,High,Supplier Y
2025-04-01,Warehouse C,Amoxicillin,179,6,63,122,3,High,Supplier Y
2025-04-01,Warehouse C,Rice,94,29,3,120,2,Medium,Supplier Y
2025-04-01,Warehouse C,Flour,140,0,76,64,3,Medium,Supplier X
2025-04-02,Hospital A,Paracetamol,120,10,17,113,4,High,Supplier Y
2025-04-02,Hospital A,Amoxicillin,93,34,11,116,6,High,Supplier X
2025-04-02,Hospital A,Rice,58,24,59,23,2,Medium,Supplier X
2025-04-02,Hospital A,Flour,157,35,86,106,2,Medium,Supplier X
2025-04-02,Hospital B,Paracetamol,57,15,23,49,6,High,Supplier X
2025-04-02,Hospital B,Amoxicillin,123,1,72,52,5,High,Supplier Y
2025-04-02,Hospital B,Rice,171,11,30,152,4,Medium,Supplier X
2025-04-02,Hospital B,Flour,70,0,7,63,5,Medium,Supplier Y
2025-04-02,Warehouse C,Paracetamol,143,20,44,119,3,High,Supplier Y
2025-04-02,Warehouse C,Amoxicillin,58,37,9,86,5,High,Supplier X
2025-04-02,Warehouse C,Rice,92,38,22,108,5,Medium,Supplier X
2025-04-02,Warehouse C,Flour,127,20,58,89,3,Medium,Supplier X
2025-04-03,Hospital A,Paracetamol,72,43,8,107,5,High,Supplier X
2025-04-03,Hospital A,Amoxicillin,181,27,207,1,4,High,Supplier X
2025-04-03,Hospital A,Rice,191,5,174,22,5,Medium,Supplier X
2025-04-03,Hospital A,Flour,153,3,144,12,3,Medium,Supplier Y
2025-04-03,Hospital B,Paracetamol,188,47,107,128,2,High,Supplier X
2025-04-03,Hospital B,Amoxicillin,123,10,75,58,3,High,Supplier Y
2025-04-03,Hospital B,Rice,56,17,7,66,2,Medium,Supplier Y
2025-04-03,Hospital B,Flour,106,32,89,49,3,Medium,Supplier Y
2025-04-03,Warehouse C,Paracetamol,196,26,57,165,4,High,Supplier X
2025-04-03,Warehouse C,Amoxicillin,150,18,154,14,5,High,Supplier X
2025-04-03,Warehouse C,Rice,73,26,18,81,5,Medium,Supplier X
2025-04-03,Warehouse C,Flour,91,12,23,80,2,Medium,Supplier X
2025-04-04,Hospital A,Paracetamol,165,16,147,34,2,High,Supplier Y
2025-04-04,Hospital A,Amoxicillin,67,48,107,8,3,High,Supplier X
2025-04-04,Hospital A,Rice,129,34,119,44,2,Medium,Supplier X
2025-04-04,Hospital A,Flour,110,47,97,60,4,Medium,Supplier Y
2025-04-04,Hospital B,Paracetamol,62,23,35,50,2,High,Supplier X
2025-04-04,Hospital B,Amoxicillin,155,46,163,38,5,High,Supplier Y
2025-04-04,Hospital B,Rice,120,0,112,8,3,Medium,Supplier X
2025-04-04,Hospital B,Flour,161,20,163,18,2,Medium,Supplier X
2025-04-04,Warehouse C,Paracetamol,111,16,53,74,3,High,Supplier Y
2025-04-04,Warehouse C,Amoxicillin,159,18,7,170,5,High,Supplier Y
2025-04-04,Warehouse C,Rice,174,36,110,100,6,Medium,Supplier Y
2025-04-04,Warehouse C,Flour,157,25,12,170,3,Medium,Supplier X
2025-04-05,Hospital A,Paracetamol,95,27,84,38,5,High,Supplier X
2025-04-05,Hospital A,Amoxicillin,194,37,147,84,2,High,Supplier X
2025-04-05,Hospital A,Rice,67,27,27,67,5,Medium,Supplier X
2025-04-05,Hospital A,Flour,166,30,184,12,5,Medium,Supplier X
2025-04-05,Hospital B,Paracetamol,72,0,57,15,3,High,Supplier Y
2025-04-05,Hospital B,Amoxicillin,79,11,17,73,2,High,Supplier Y
2025-04-05,Hospital B,Rice,110,21,23,108,2,Medium,Supplier X
2025-04-05,Hospital B,Flour,112,43,88,67,5,Medium,Supplier Y
2025-04-05,Warehouse C,Paracetamol,77,10,78,9,2,High,Supplier Y
2025-04-05,Warehouse C,Amoxicillin,194,20,66,148,5,High,Supplier X
2025-04-05,Warehouse C,Rice,140,46,100,86,5,Medium,Supplier Y
2025-04-05,Warehouse C,Flour,59,44,16,87,6,Medium,Supplier Y
2025-04-06,Hospital A,Paracetamol,156,28,37,147,5,High,Supplier Y
2025-04-06,Hospital A,Amoxicillin,125,47,157,15,4,High,Supplier X
2025-04-06,Hospital A,Rice,82,23,35,70,6,Medium,Supplier Y
2025-04-06,Hospital A,Flour,75,49,104,20,4,Medium,Supplier Y
2025-04-06,Hospital B,Paracetamol,57,11,7,61,2,High,Supplier Y
2025-04-06,Hospital B,Amoxicillin,178,38,208,8,2,High,Supplier Y
2025-04-06,Hospital B,Rice,89,43,32,100,6,Medium,Supplier Y
2025-04-06,Hospital B,Flour,79,21,46,54,2,Medium,Supplier X
2025-04-06,Warehouse C,Paracetamol,92,7,41,58,6,High,Supplier X
2025-04-06,Warehouse C,Amoxicillin,172,43,61,154,5,High,Supplier Y
2025-04-06,Warehouse C,Rice,192,36,13,215,6,Medium,Supplier Y
2025-04-06,Warehouse C,Flour,93,32,118,7,5,Medium,Supplier Y
2025-04-07,Hospital A,Paracetamol,93,7,19,81,5,High,Supplier X
2025-04-07,Hospital A,Amoxicillin,187,17,83,121,4,High,Supplier X
2025-04-07,Hospital A,Rice,152,35,80,107,4,Medium,Supplier Y
2025-04-07,Hospital A,Flour,93,49,10,132,5,Medium,Supplier X
2025-04-07,Hospital B,Paracetamol,195,2,70,127,6,High,Supplier Y
2025-04-07,Hospital B,Amoxicillin,140,36,62,114,3,High,Supplier X
2025-04-07,Hospital B,Rice,154,2,143,13,5,Medium,Supplier X
2025-04-07,Hospital B,Flour,108,45,130,23,2,Medium,Supplier X
2025-04-07,Warehouse C,Paracetamol,72,49,7,114,5,High,Supplier X
2025-04-07,Warehouse C,Amoxicillin,163,12,124,51,5,High,Supplier Y
2025-04-07,Warehouse C,Rice,88,42,84,46,4,Medium,Supplier Y
2025-04-07,Warehouse C,Flour,184,17,192,9,3,Medium,Supplier X
2025-04-08,Hospital A,Paracetamol,176,28,109,95,5,High,Supplier Y
2025-04-08,Hospital A,Amoxicillin,58,4,21,41,2,High,Supplier X
2025-04-08,Hospital A,Rice,167,21,162,26,4,Medium,Supplier X
2025-04-08,Hospital A,Flour,102,45,64,83,3,Medium,Supplier Y
2025-04-08,Hospital B,Paracetamol,190,40,183,47,2,High,Supplier Y
2025-04-08,Hospital B,Amoxicillin,191,2,188,5,4,High,Supplier Y
2025-04-08,Hospital B,Rice,158,9,56,111,6,Medium,Supplier Y
2025-04-08,Hospital B,Flour,126,17,65,78,6,Medium,Supplier Y
2025-04-08,Warehouse C,Paracetamol,87,11,35,63,5,High,Supplier Y
2025-04-08,Warehouse C,Amoxicillin,65,11,9,67,5,High,Supplier Y
2025-04-08,Warehouse C,Rice,75,41,113,3,3,Medium,Supplier X
2025-04-08,Warehouse C,Flour,65,24,86,3,6,Medium,Supplier Y
2025-04-09,Hospital A,Paracetamol,109,24,56,77,5,High,Supplier Y
2025-04-09,Hospital A,Amoxicillin,192,2,49,145,2,High,Supplier Y
2025-04-09,Hospital A,Rice,148,48,48,148,4,Medium,Supplier X
2025-04-09,Hospital A,Flour,111,48,44,115,6,Medium,Supplier X
2025-04-09,Hospital B,Paracetamol,176,38,190,24,6,High,Supplier Y
2025-04-09,Hospital B,Amoxicillin,130,18,40,108,2,High,Supplier Y
2025-04-09,Hospital B,Rice,167,22,120,69,6,Medium,Supplier Y
2025-04-09,Hospital B,Flour,61,39,8,92,2,Medium,Supplier X
2025-04-09,Warehouse C,Paracetamol,132,40,69,103,4,High,Supplier X
2025-04-09,Warehouse C,Amoxicillin,197,36,110,123,6,High,Supplier X
2025-04-09,Warehouse C,Rice,60,4,20,44,4,Medium,Supplier Y
2025-04-09,Warehouse C,Flour,120,46,143,23,6,Medium,Supplier Y
2025-04-10,Hospital A,Paracetamol,115,25,100,40,6,High,Supplier Y
2025-04-10,Hospital A,Amoxicillin,149,43,142,50,6,High,Supplier Y
2025-04-10,Hospital A,Rice,164,40,114,90,2,Medium,Supplier X
2025-04-10,Hospital A,Flour,182,43,178,47,6,Medium,Supplier Y
2025-04-10,Hospital B,Paracetamol,197,32,61,168,5,High,Supplier Y
2025-04-10,Hospital B,Amoxicillin,198,14,116,96,5,High,Supplier Y
2025-04-10,Hospital B,Rice,137,6,136,7,5,Medium,Supplier Y
2025-04-10,Hospital B,Flour,63,11,48,26,3,Medium,Supplier X
2025-04-10,Warehouse C,Paracetamol,90,35,112,13,3,High,Supplier X
2025-04-10,Warehouse C,Amoxicillin,138,5,37,106,4,High,Supplier Y
2025-04-10,Warehouse C,Rice,197,30,87,140,3,Medium,Supplier Y
2025-04-10,Warehouse C,Flour,149,30,66,113,5,Medium,Supplier Y
2025-04-11,Hospital A,Paracetamol,157,7,144,20,6,High,Supplier Y
2025-04-11,Hospital A,Amoxicillin,133,3,27,109,3,High,Supplier X
2025-04-11,Hospital A,Rice,81,41,56,66,4,Medium,Supplier Y
2025-04-11,Hospital A,Flour,158,1,157,2,2,Medium,Supplier X
2025-04-11,Hospital B,Paracetamol,87,10,57,40,3,High,Supplier Y
2025-04-11,Hospital B,Amoxicillin,131,20,24,127,2,High,Supplier X
2025-04-11,Hospital B,Rice,121,46,149,18,6,Medium,Supplier Y
2025-04-11,Hospital B,Flour,132,10,5,137,2,Medium,Supplier Y
2025-04-11,Warehouse C,Paracetamol,158,48,192,14,5,High,Supplier Y
2025-04-11,Warehouse C,Amoxicillin,94,0,78,16,6,High,Supplier X
2025-04-11,Warehouse C,Rice,114,14,54,74,4,Medium,Supplier Y
2025-04-11,Warehouse C,Flour,103,38,9,132,6,Medium,Supplier Y
2025-04-12,Hospital A,Paracetamol,172,3,174,1,4,High,Supplier Y
2025-04-12,Hospital A,Amoxicillin,92,49,82,59,6,High,Supplier Y
2025-04-12,Hospital A,Rice,72,14,24,62,2,Medium,Supplier Y
2025-04-12,Hospital A,Flour,116,23,118,21,3,Medium,Supplier Y
2025-04-12,Hospital B,Paracetamol,150,48,197,1,6,High,Supplier Y
2025-04-12,Hospital B,Amoxicillin,118,27,8,137,6,High,Supplier Y
2025-04-12,Hospital B,Rice,77,0,20,57,2,Medium,Supplier Y
2025-04-12,Hospital B,Flour,158,27,66,119,3,Medium,Supplier Y
2025-04-12,Warehouse C,Paracetamol,176,27,107,96,2,High,Supplier Y
2025-04-12,Warehouse C,Amoxicillin,70,23,0,93,4,High,Supplier X
2025-04-12,Warehouse C,Rice,117,39,34,122,4,Medium,Supplier Y
2025-04-12,Warehouse C,Flour,100,16,44,72,6,Medium,Supplier Y
2025-04-13,Hospital A,Paracetamol,187,37,194,30,5,High,Supplier X
2025-04-13,Hospital A,Amoxicillin,191,17,15,193,6,High,Supplier X
2025-04-13,Hospital A,Rice,104,1,4,101,5,Medium,Supplier X
2025-04-13,Hospital A,Flour,164,3,4,163,6,Medium,Supplier X
2025-04-13,Hospital B,Paracetamol,70,4,64,10,6,High,Supplier Y
2025-04-13,Hospital B,Amoxicillin,66,33,40,59,6,High,Supplier Y
2025-04-13,Hospital B,Rice,68,1,23,46,3,Medium,Supplier X
2025-04-13,Hospital B,Flour,147,14,50,111,5,Medium,Supplier Y
2025-04-13,Warehouse C,Paracetamol,61,11,10,62,3,High,Supplier X
2025-04-13,Warehouse C,Amoxicillin,60,35,15,80,5,High,Supplier X
2025-04-13,Warehouse C,Rice,142,15,8,149,4,Medium,Supplier Y
2025-04-13,Warehouse C,Flour,82,2,5,79,2,Medium,Supplier X
2025-04-14,Hospital A,Paracetamol,195,29,174,50,2,High,Supplier X
2025-04-14,Hospital A,Amoxicillin,81,5,72,14,5,High,Supplier Y
2025-04-14,Hospital A,Rice,127,31,124,34,5,Medium,Supplier Y
2025-04-14,Hospital A,Flour,56,1,2,55,2,Medium,Supplier Y
2025-04-14,Hospital B,Paracetamol,73,10,65,18,4,High,Supplier X
2025-04-14,Hospital B,Amoxicillin,143,29,63,109,5,High,Supplier Y
2025-04-14,Hospital B,Rice,183,7,128,62,2,Medium,Supplier Y
2025-04-14,Hospital B,Flour,145,12,136,21,2,Medium,Supplier X
2025-04-14,Warehouse C,Paracetamol,94,38,35,97,5,High,Supplier X
2025-04-14,Warehouse C,Amoxicillin,128,32,122,38,5,High,Supplier Y
2025-04-14,Warehouse C,Rice,66,7,55,18,5,Medium,Supplier X
2025-04-14,Warehouse C,Flour,182,31,112,101,4,Medium,Supplier Y
2025-04-15,Hospital A,Paracetamol,156,24,131,49,5,High,Supplier X
2025-04-15,Hospital A,Amoxicillin,153,46,63,136,2,High,Supplier Y
2025-04-15,Hospital A,Rice,78,18,3,93,2,Medium,Supplier X
2025-04-15,Hospital A,Flour,194,19,114,99,5,Medium,Supplier Y
2025-04-15,Hospital B,Paracetamol,172,30,181,21,3,High,Supplier Y
2025-04-15,Hospital B,Amoxicillin,56,6,21,41,4,High,Supplier Y
2025-04-15,Hospital B,Rice,119,30,72,77,6,Medium,Supplier X
2025-04-15,Hospital B,Flour,121,6,30,97,4,Medium,Supplier X
2025-04-15,Warehouse C,Paracetamol,141,19,24,136,5,High,Supplier Y
2025-04-15,Warehouse C,Amoxicillin,181,18,2,197,6,High,Supplier Y
2025-04-15,Warehouse C,Rice,68,32,41,59,3,Medium,Supplier Y
2025-04-15,Warehouse C,Flour,178,1,71,108,3,Medium,Supplier X
2025-04-16,Hospital A,Paracetamol,161,42,180,23,6,High,Supplier X
2025-04-16,Hospital A,Amoxicillin,192,25,34,183,6,High,Supplier X
2025-04-16,Hospital A,Rice,64,10,36,38,3,Medium,Supplier X
2025-04-16,Hospital A,Flour,132,46,62,116,4,Medium,Supplier X
2025-04-16,Hospital B,Paracetamol,128,22,69,81,2,High,Supplier X
2025-04-16,Hospital B,Amoxicillin,164,8,98,74,5,High,Supplier Y
2025-04-16,Hospital B,Rice,119,34,86,67,2,Medium,Supplier X
2025-04-16,Hospital B,Flour,154,7,10,151,6,Medium,Supplier X
2025-04-16,Warehouse C,Paracetamol,99,24,78,45,5,High,Supplier X
2025-04-16,Warehouse C,Amoxicillin,142,9,129,22,5,High,Supplier Y
2025-04-16,Warehouse C,Rice,145,34,35,144,6,Medium,Supplier X
2025-04-16,Warehouse C,Flour,133,45,143,35,3,Medium,Supplier X
2025-04-17,Hospital A,Paracetamol,163,21,95,89,5,High,Supplier X
2025-04-17,Hospital A,Amoxicillin,50,32,41,41,2,High,Supplier Y
2025-04-17,Hospital A,Rice,128,6,94,40,2,Medium,Supplier X
2025-04-17,Hospital A,Flour,96,49,35,110,4,Medium,Supplier X
2025-04-17,Hospital B,Paracetamol,102,24,60,66,4,High,Supplier X
2025-04-17,Hospital B,Amoxicillin,50,1,6,45,5,High,Supplier Y
2025-04-17,Hospital B,Rice,125,32,149,8,3,Medium,Supplier Y
2025-04-17,Hospital B,Flour,95,47,64,78,4,Medium,Supplier X
2025-04-17,Warehouse C,Paracetamol,51,39,71,19,3,High,Supplier X
2025-04-17,Warehouse C,Amoxicillin,89,10,41,58,3,High,Supplier Y
2025-04-17,Warehouse C,Rice,87,31,102,16,2,Medium,Supplier Y
2025-04-17,Warehouse C,Flour,167,8,114,61,3,Medium,Supplier X
2025-04-18,Hospital A,Paracetamol,135,0,130,5,6,High,Supplier X
2025-04-18,Hospital A,Amoxicillin,66,11,73,4,3,High,Supplier Y
2025-04-18,Hospital A,Rice,97,17,83,31,3,Medium,Supplier Y
2025-04-18,Hospital A,Flour,63,21,12,72,3,Medium,Supplier Y
2025-04-18,Hospital B,Paracetamol,57,13,1,69,4,High,Supplier Y
2025-04-18,Hospital B,Amoxicillin,146,38,166,18,6,High,Supplier X
2025-04-18,Hospital B,Rice,59,31,18,72,4,Medium,Supplier Y
2025-04-18,Hospital B,Flour,154,40,97,97,2,Medium,Supplier Y
2025-04-18,Warehouse C,Paracetamol,87,16,83,20,3,High,Supplier Y
2025-04-18,Warehouse C,Amoxicillin,111,27,17,121,5,High,Supplier X
2025-04-18,Warehouse C,Rice,149,5,8,146,2,Medium,Supplier Y
2025-04-18,Warehouse C,Flour,199,24,21,202,3,Medium,Supplier Y
2025-04-19,Hospital A,Paracetamol,115,38,146,7,4,High,Supplier X
2025-04-19,Hospital A,Amoxicillin,74,15,21,68,4,High,Supplier Y
2025-04-19,Hospital A,Rice,136,49,158,27,3,Medium,Supplier X
2025-04-19,Hospital A,Flour,199,32,56,175,4,Medium,Supplier X
2025-04-19,Hospital B,Paracetamol,108,36,77,67,5,High,Supplier Y
2025-04-19,Hospital B,Amoxicillin,137,30,12,155,2,High,Supplier X
2025-04-19,Hospital B,Rice,139,26,93,72,4,Medium,Supplier Y
2025-04-19,Hospital B,Flour,110,25,32,103,5,Medium,Supplier Y
2025-04-19,Warehouse C,Paracetamol,187,16,8,195,4,High,Supplier Y
2025-04-19,Warehouse C,Amoxicillin,166,13,148,31,4,High,Supplier X
2025-04-19,Warehouse C,Rice,100,29,124,5,3,Medium,Supplier Y
2025-04-19,Warehouse C,Flour,193,17,150,60,5,Medium,Supplier X
2025-04-20,Hospital A,Paracetamol,57,35,57,35,4,High,Supplier Y
2025-04-20,Hospital A,Amoxicillin,186,44,81,149,5,High,Supplier Y
2025-04-20,Hospital A,Rice,189,7,106,90,2,Medium,Supplier X
2025-04-20,Hospital A,Flour,99,26,67,58,6,Medium,Supplier Y
2025-04-20,Hospital B,Paracetamol,166,30,53,143,6,High,Supplier X
2025-04-20,Hospital B,Amoxicillin,93,32,104,21,6,High,Supplier Y
2025-04-20,Hospital B,Rice,170,26,51,145,6,Medium,Supplier Y
2025-04-20,Hospital B,Flour,117,37,69,85,4,Medium,Supplier X
2025-04-20,Warehouse C,Paracetamol,55,44,95,4,4,High,Supplier X
2025-04-20,Warehouse C,Amoxicillin,113,36,134,15,5,High,Supplier Y
2025-04-20,Warehouse C,Rice,81,31,62,50,4,Medium,Supplier Y
2025-04-20,Warehouse C,Flour,149,33,181,1,3,Medium,Supplier Y
2025-04-21,Hospital A,Paracetamol,103,0,76,27,3,High,Supplier X
2025-04-21,Hospital A,Amoxicillin,78,40,52,66,6,High,Supplier X
2025-04-21,Hospital A,Rice,70,5,34,41,2,Medium,Supplier Y
2025-04-21,Hospital A,Flour,182,15,137,60,3,Medium,Supplier Y
2025-04-21,Hospital B,Paracetamol,141,1,107,35,2,High,Supplier Y
2025-04-21,Hospital B,Amoxicillin,69,17,40,46,4,High,Supplier Y
2025-04-21,Hospital B,Rice,182,1,137,46,3,Medium,Supplier X
2025-04-21,Hospital B,Flour,145,11,35,121,4,Medium,Supplier Y
2025-04-21,Warehouse C,Paracetamol,166,48,112,102,4,High,Supplier Y
2025-04-21,Warehouse C,Amoxicillin,53,17,63,7,2,High,Supplier Y
2025-04-21,Warehouse C,Rice,155,31,38,148,4,Medium,Supplier Y
2025-04-21,Warehouse C,Flour,99,14,71,42,5,Medium,Supplier X
2025-04-22,Hospital A,Paracetamol,187,13,117,83,4,High,Supplier X
2025-04-22,Hospital A,Amoxicillin,96,6,83,19,2,High,Supplier Y
2025-04-22,Hospital A,Rice,69,47,106,10,3,Medium,Supplier Y
2025-04-22,Hospital A,Flour,50,25,50,25,4,Medium,Supplier Y
2025-04-22,Hospital B,Paracetamol,162,8,46,124,4,High,Supplier Y
2025-04-22,Hospital B,Amoxicillin,78,46,105,19,5,High,Supplier X
2025-04-22,Hospital B,Rice,151,32,11,172,6,Medium,Supplier X
2025-04-22,Hospital B,Flour,150,40,99,91,2,Medium,Supplier Y
2025-04-22,Warehouse C,Paracetamol,127,6,25,108,5,High,Supplier X
2025-04-22,Warehouse C,Amoxicillin,143,49,49,143,5,High,Supplier Y
2025-04-22,Warehouse C,Rice,121,11,69,63,5,Medium,Supplier Y
2025-04-22,Warehouse C,Flour,52,6,8,50,4,Medium,Supplier X
