brand_name,generic_name,manufacturer,therapeutic_class,price,final_price,availability_status,rating,num_reviews
BioTrust,Amoxicillin,Nova Life,Antibiotic,524.53,419.62,In stock,4.7,275
PharmaOne,Paracetamol,ABC Pharma,Analgesic,782.42,782.42,Limited,4.4,167
HealPlus,Metformin,Global Remedies,Antibiotic,1600.34,1440.31,Limited,3.7,476
Medix,Amoxicillin,Sun Healthcare,Analgesic,481.72,457.63,Out of stock,3.2,253
LifeCare,Metformin,Nova Life,Antihypertensive,539.73,512.74,Out of stock,4.8,142
PharmaOne,Paracetamol,ABC Pharma,Antibiotic,967.81,967.81,Out of stock,3.2,275
HealPlus,Omeprazole,ABC Pharma,Antihypertensive,117.75,94.2,In stock,2.7,500
HealPlus,Metformin,Nova Life,Analgesic,258.2,232.38,Out of stock,4.6,145
LifeCare,Omeprazole,Global Remedies,Analgesic,1074.51,1020.78,Out of stock,3.0,440
LifeCare,Metformin,ABC Pharma,Antihypertensive,1131.41,1074.84,In stock,4.2,30
HealPlus,Omeprazole,Medicare Ltd,Antidiabetic,183.86,174.67,Limited,4.1,493
PharmaOne,Atorvastatin,Nova Life,Antihypertensive,601.17,541.05,In stock,4.6,323
LifeCare,Metformin,Global Remedies,Antihypertensive,973.05,924.4,Out of stock,4.4,108
LifeCare,Paracetamol,Sun Healthcare,Antibiotic,1319.4,1055.52,Out of stock,3.1,101
Medix,Atorvastatin,Global Remedies,Antihypertensive,234.24,222.53,Out of stock,4.0,422
BioTrust,Omeprazole,ABC Pharma,Antihypertensive,1230.35,1230.35,In stock,4.3,19
LifeCare,Atorvastatin,Medicare Ltd,Analgesic,1018.81,916.93,In stock,4.8,316
PharmaOne,Omeprazole,ABC Pharma,Antihypertensive,1964.09,1964.09,Limited,4.8,396
PharmaOne,Amoxicillin,Sun Healthcare,Antihypertensive,1621.27,1297.02,In stock,2.8,445
LifeCare,Omeprazole,ABC Pharma,Antibiotic,1863.29,1863.29,Out of stock,4.9,460
HealPlus,Omeprazole,Sun Healthcare,Antacid,1393.68,1184.63,Limited,3.2,60
HealPlus,Amoxicillin,Sun Healthcare,Antacid,1093.76,984.38,Out of stock,4.8,345
HealPlus,Atorvastatin,Global Remedies,Analgesic,1884.26,1695.83,In stock,2.7,386
LifeCare,Amoxicillin,Medicare Ltd,Analgesic,288.1,230.48,Limited,3.5,297
LifeCare,Amoxicillin,ABC Pharma,Antihypertensive,747.72,598.18,Limited,3.7,263
PharmaOne,Atorvastatin,ABC Pharma,Antibiotic,1226.14,1103.53,In stock,4.3,69
HealPlus,Paracetamol,Global Remedies,Antacid,1260.86,1134.77,In stock,4.4,361
BioTrust,Paracetamol,ABC Pharma,Antibiotic,1684.65,1600.42,Out of stock,4.5,371
BioTrust,Metformin,Medicare Ltd,Antibiotic,1436.1,1292.49,In stock,3.2,238
LifeCare,Paracetamol,ABC Pharma,Analgesic,955.41,859.87,Limited,3.1,140
HealPlus,Paracetamol,Sun Healthcare,Antibiotic,643.46,643.46,In stock,4.0,72
LifeCare,Omeprazole,Medicare Ltd,Analgesic,1061.49,902.27,Limited,4.6,282
PharmaOne,Atorvastatin,Global Remedies,Antibiotic,1980.71,1782.64,In stock,3.5,27
HealPlus,Amoxicillin,Sun Healthcare,Antibiotic,990.3,940.78,In stock,4.1,132
PharmaOne,Omeprazole,Global Remedies,Antihypertensive,1440.98,1440.98,In stock,3.3,438
Medix,Omeprazole,Global Remedies,Antihypertensive,287.76,244.6,In stock,4.7,407
Medix,Omeprazole,ABC Pharma,Antihypertensive,1534.49,1227.59,Out of stock,2.7,182
Medix,Omeprazole,Sun Healthcare,Analgesic,322.8,306.66,In stock,3.0,100
Medix,Metformin,ABC Pharma,Analgesic,1351.27,1283.71,Out of stock,3.3,156
LifeCare,Paracetamol,Global Remedies,Antidiabetic,1595.4,1356.09,Out of stock,2.7,330
PharmaOne,Paracetamol,ABC Pharma,Antidiabetic,875.04,787.54,In stock,4.5,431
Medix,Atorvastatin,ABC Pharma,Analgesic,644.49,547.82,Out of stock,3.3,99
LifeCare,Metformin,Global Remedies,Antihypertensive,216.93,216.93,Limited,3.1,434
PharmaOne,Amoxicillin,Nova Life,Antihypertensive,1433.62,1361.94,In stock,3.1,419
Medix,Amoxicillin,Sun Healthcare,Antihypertensive,197.2,177.48,Limited,3.5,350
BioTrust,Atorvastatin,Global Remedies,Antibiotic,1959.06,1763.15,Out of stock,4.0,332
PharmaOne,Omeprazole,Nova Life,Antidiabetic,1570.68,1335.08,Out of stock,3.5,484
PharmaOne,Atorvastatin,Medicare Ltd,Antacid,1579.87,1421.88,Limited,4.1,178
PharmaOne,Omeprazole,ABC Pharma,Antacid,1457.1,1238.53,Limited,4.9,284
HealPlus,Amoxicillin,ABC Pharma,Antacid,690.51,690.51,Out of stock,4.9,88
HealPlus,Paracetamol,Medicare Ltd,Antidiabetic,1623.71,1542.52,In stock,3.5,52
PharmaOne,Metformin,Global Remedies,Antihypertensive,1450.8,1305.72,In stock,4.2,183
LifeCare,Metformin,Medicare Ltd,Antidiabetic,932.09,932.09,In stock,4.8,210
HealPlus,Omeprazole,Sun Healthcare,Antidiabetic,546.38,464.42,Limited,3.3,387
HealPlus,Omeprazole,Sun Healthcare,Antacid,939.64,798.69,In stock,2.7,269
PharmaOne,Atorvastatin,Medicare Ltd,Antihypertensive,1559.92,1247.94,Out of stock,3.4,207
Medix,Amoxicillin,Medicare Ltd,Antidiabetic,399.46,379.49,In stock,4.9,382
HealPlus,Atorvastatin,Global Remedies,Antihypertensive,1741.96,1393.57,Out of stock,2.9,209
Medix,Atorvastatin,ABC Pharma,Antihypertensive,1653.48,1653.48,In stock,4.8,419
BioTrust,Amoxicillin,Nova Life,Antibiotic,1256.06,1004.85,Limited,2.6,373
PharmaOne,Atorvastatin,Nova Life,Antihypertensive,1071.93,964.74,Out of stock,3.7,57
BioTrust,Metformin,Nova Life,Antihypertensive,315.74,299.95,Out of stock,3.4,386
Medix,Amoxicillin,ABC Pharma,Antibiotic,969.18,872.26,Limited,4.5,182
PharmaOne,Amoxicillin,Sun Healthcare,Antidiabetic,942.63,848.37,Out of stock,3.0,409
PharmaOne,Amoxicillin,Sun Healthcare,Antacid,1388.37,1388.37,In stock,4.6,86
Medix,Atorvastatin,Sun Healthcare,Antihypertensive,1235.59,1112.03,In stock,4.4,109
Medix,Amoxicillin,Medicare Ltd,Analgesic,475.66,475.66,Out of stock,3.4,347
BioTrust,Metformin,Global Remedies,Antacid,1390.97,1390.97,Limited,4.3,20
PharmaOne,Omeprazole,Sun Healthcare,Antidiabetic,1242.38,993.9,Out of stock,3.5,314
LifeCare,Atorvastatin,Global Remedies,Analgesic,1497.02,1272.47,Out of stock,4.2,22
BioTrust,Paracetamol,Sun Healthcare,Antidiabetic,1559.96,1403.96,In stock,3.1,10
LifeCare,Amoxicillin,Global Remedies,Antidiabetic,239.0,191.2,Limited,3.1,111
PharmaOne,Omeprazole,Nova Life,Antidiabetic,1201.1,1080.99,Out of stock,3.1,373
Medix,Omeprazole,Medicare Ltd,Antacid,654.42,588.98,In stock,3.8,125
PharmaOne,Atorvastatin,Medicare Ltd,Antibiotic,1636.2,1390.77,Out of stock,4.7,360
PharmaOne,Paracetamol,Global Remedies,Analgesic,481.46,433.31,In stock,2.9,300
HealPlus,Omeprazole,ABC Pharma,Antacid,1173.57,1173.57,Limited,4.4,391
BioTrust,Omeprazole,Sun Healthcare,Antacid,1549.01,1549.01,In stock,2.8,23
Medix,Metformin,ABC Pharma,Antibiotic,1901.67,1806.59,In stock,2.6,8
LifeCare,Amoxicillin,Global Remedies,Antibiotic,1603.07,1603.07,In stock,4.7,190
BioTrust,Paracetamol,Global Remedies,Antidiabetic,903.37,903.37,Limited,3.2,242
BioTrust,Metformin,Global Remedies,Analgesic,219.47,197.52,Limited,3.5,50
BioTrust,Amoxicillin,Sun Healthcare,Antihypertensive,1389.36,1111.49,Limited,5.0,376
Medix,Omeprazole,ABC Pharma,Antihypertensive,1293.5,1293.5,Limited,4.2,193
HealPlus,Atorvastatin,ABC Pharma,Analgesic,1765.91,1589.32,In stock,3.6,184
PharmaOne,Atorvastatin,Global Remedies,Antibiotic,508.18,457.36,In stock,2.8,336
Medix,Omeprazole,Nova Life,Antihypertensive,1811.71,1539.95,Out of stock,4.6,86
Medix,Amoxicillin,Sun Healthcare,Analgesic,1641.05,1476.94,Out of stock,3.3,290
PharmaOne,Amoxicillin,Nova Life,Analgesic,745.82,671.24,In stock,3.1,454
PharmaOne,Metformin,Global Remedies,Antidiabetic,406.31,325.05,Out of stock,3.9,350
BioTrust,Amoxicillin,Medicare Ltd,Antacid,1549.46,1394.51,Out of stock,4.0,190
BioTrust,Amoxicillin,Sun Healthcare,Antibiotic,416.03,332.82,In stock,3.9,211
Medix,Omeprazole,Medicare Ltd,Antidiabetic,334.07,267.26,In stock,4.6,38
BioTrust,Amoxicillin,Nova Life,Antihypertensive,1712.08,1455.27,In stock,3.4,480
BioTrust,Atorvastatin,ABC Pharma,Analgesic,1397.71,1327.82,In stock,3.9,145
Medix,Metformin,Sun Healthcare,Analgesic,1806.44,1535.47,Out of stock,3.0,209
PharmaOne,Atorvastatin,Global Remedies,Antihypertensive,1808.94,1628.05,In stock,4.2,83
HealPlus,Paracetamol,Global Remedies,Antibiotic,1061.77,955.59,Out of stock,3.5,410
PharmaOne,Metformin,Sun Healthcare,Antibiotic,64.3,61.08,Limited,4.6,365
BioTrust,Paracetamol,ABC Pharma,Antibiotic,1026.97,924.27,Limited,3.7,171
LifeCare,Atorvastatin,Nova Life,Antacid,1041.87,1041.87,Limited,3.3,310
LifeCare,Omeprazole,ABC Pharma,Antidiabetic,1980.33,1782.3,In stock,2.6,290
HealPlus,Omeprazole,Global Remedies,Analgesic,1947.62,1752.86,Limited,2.6,81
LifeCare,Atorvastatin,ABC Pharma,Antibiotic,443.98,355.18,Out of stock,3.8,207
Medix,Omeprazole,Sun Healthcare,Antihypertensive,289.15,289.15,In stock,3.0,481
LifeCare,Atorvastatin,Nova Life,Antihypertensive,273.63,259.95,Out of stock,3.3,159
HealPlus,Atorvastatin,Medicare Ltd,Analgesic,1527.27,1527.27,Out of stock,4.4,239
PharmaOne,Metformin,Sun Healthcare,Analgesic,206.88,196.54,In stock,3.8,318
LifeCare,Amoxicillin,Global Remedies,Antibiotic,961.63,769.3,Out of stock,4.9,86
PharmaOne,Omeprazole,Medicare Ltd,Antidiabetic,1071.54,1071.54,Out of stock,3.5,193
PharmaOne,Atorvastatin,ABC Pharma,Antihypertensive,1102.65,882.12,In stock,3.9,431
LifeCare,Paracetamol,Global Remedies,Antidiabetic,50.66,43.06,Limited,3.9,244
LifeCare,Paracetamol,Global Remedies,Antibiotic,1279.79,1023.83,Out of stock,4.7,265
Medix,Omeprazole,Nova Life,Antacid,1801.9,1801.9,In stock,4.5,18
HealPlus,Amoxicillin,Medicare Ltd,Antidiabetic,877.92,790.13,Limited,2.9,256
PharmaOne,Metformin,Global Remedies,Antacid,698.32,628.49,Limited,3.4,346
HealPlus,Metformin,ABC Pharma,Analgesic,805.82,765.53,Out of stock,4.8,411
Medix,Paracetamol,Sun Healthcare,Analgesic,1909.15,1909.15,Out of stock,3.8,10
Medix,Metformin,Medicare Ltd,Antidiabetic,1171.1,1112.54,In stock,4.8,279
LifeCare,Amoxicillin,Sun Healthcare,Antihypertensive,777.09,738.24,Limited,3.6,311
BioTrust,Atorvastatin,ABC Pharma,Analgesic,1746.36,1659.04,In stock,5.0,440
LifeCare,Atorvastatin,Sun Healthcare,Analgesic,1523.54,1371.19,Out of stock,3.5,113
HealPlus,Amoxicillin,Nova Life,Antidiabetic,1185.77,1067.19,In stock,4.3,353
HealPlus,Omeprazole,Medicare Ltd,Antibiotic,388.05,368.65,Limited,3.3,198
Medix,Omeprazole,Sun Healthcare,Antacid,983.46,983.46,Out of stock,4.3,241
HealPlus,Atorvastatin,Sun Healthcare,Analgesic,637.39,637.39,Out of stock,3.9,463
PharmaOne,Amoxicillin,Sun Healthcare,Antidiabetic,1411.62,1199.88,Out of stock,3.9,297
BioTrust,Paracetamol,Global Remedies,Analgesic,653.85,588.47,In stock,3.6,197
PharmaOne,Metformin,Medicare Ltd,Antihypertensive,777.15,738.29,Limited,3.5,30
Medix,Atorvastatin,Nova Life,Antihypertensive,593.12,533.81,In stock,2.5,110
Medix,Metformin,Global Remedies,Analgesic,1226.68,1226.68,In stock,4.9,42
BioTrust,Omeprazole,Sun Healthcare,Antihypertensive,1025.86,871.98,In stock,4.2,45
LifeCare,Amoxicillin,Nova Life,Analgesic,1248.26,1061.02,In stock,2.7,492
BioTrust,Paracetamol,Global Remedies,Antibiotic,1035.2,1035.2,Out of stock,2.6,463
HealPlus,Paracetamol,Medicare Ltd,Antibiotic,31.72,25.38,Out of stock,3.4,20
BioTrust,Paracetamol,ABC Pharma,Antacid,413.43,330.74,In stock,4.0,83
Medix,Atorvastatin,ABC Pharma,Antacid,1886.68,1509.34,Limited,3.5,154
BioTrust,Atorvastatin,Medicare Ltd,Analgesic,1686.69,1518.02,Limited,2.8,24
LifeCare,Amoxicillin,Nova Life,Antibiotic,463.16,440.0,In stock,4.0,321
Medix,Atorvastatin,Sun Healthcare,Antibiotic,1169.0,935.2,Limited,4.8,284
HealPlus,Amoxicillin,Nova Life,Antidiabetic,758.35,720.43,In stock,3.8,338
HealPlus,Atorvastatin,Medicare Ltd,Antacid,1123.3,1010.97,Out of stock,3.0,147
HealPlus,Atorvastatin,ABC Pharma,Antidiabetic,777.32,660.72,Out of stock,4.8,491
Medix,Paracetamol,Medicare Ltd,Antidiabetic,694.49,659.77,Out of stock,4.3,157
BioTrust,Metformin,Medicare Ltd,Antacid,1294.34,1229.62,Limited,3.8,489
LifeCare,Omeprazole,ABC Pharma,Analgesic,493.73,493.73,In stock,3.9,260
LifeCare,Atorvastatin,Sun Healthcare,Antihypertensive,1980.43,1980.43,In stock,4.7,273
PharmaOne,Paracetamol,Global Remedies,Antibiotic,882.67,838.54,Limited,3.4,277
PharmaOne,Paracetamol,Global Remedies,Antibiotic,213.42,170.74,Limited,2.9,346
Medix,Omeprazole,Global Remedies,Analgesic,1570.26,1413.23,Limited,4.4,15
HealPlus,Metformin,Nova Life,Antibiotic,336.34,319.52,Limited,3.2,438
BioTrust,Atorvastatin,ABC Pharma,Antacid,616.83,524.31,Out of stock,3.0,346
BioTrust,Atorvastatin,Global Remedies,Antibiotic,261.59,222.35,Out of stock,3.2,367
HealPlus,Metformin,ABC Pharma,Antacid,1079.3,1079.3,In stock,2.8,290
Medix,Amoxicillin,Nova Life,Antihypertensive,1521.93,1445.83,Out of stock,2.6,143
PharmaOne,Omeprazole,ABC Pharma,Analgesic,1048.81,891.49,Limited,2.9,325
HealPlus,Omeprazole,Sun Healthcare,Antihypertensive,1515.37,1515.37,Limited,3.6,266
LifeCare,Amoxicillin,Global Remedies,Antacid,1961.28,1569.02,Limited,3.0,352
Medix,Omeprazole,Sun Healthcare,Antacid,286.99,243.94,In stock,3.8,229
BioTrust,Paracetamol,ABC Pharma,Antidiabetic,793.27,674.28,In stock,3.7,456
HealPlus,Metformin,Medicare Ltd,Analgesic,117.92,106.13,Out of stock,3.1,313
BioTrust,Atorvastatin,Medicare Ltd,Antibiotic,273.84,219.07,Limited,3.0,355
PharmaOne,Metformin,ABC Pharma,Antihypertensive,235.78,235.78,Out of stock,4.2,465
LifeCare,Omeprazole,Nova Life,Analgesic,692.55,588.67,Limited,3.9,2
Medix,Metformin,Sun Healthcare,Antacid,1712.97,1712.97,Limited,4.6,430
PharmaOne,Metformin,Medicare Ltd,Antihypertensive,1377.1,1239.39,Out of stock,3.0,388
LifeCare,Amoxicillin,Global Remedies,Antibiotic,364.38,346.16,Limited,3.4,491
HealPlus,Amoxicillin,Nova Life,Antibiotic,526.86,421.49,In stock,2.9,318
PharmaOne,Omeprazole,ABC Pharma,Antibiotic,342.26,342.26,Limited,4.6,329
PharmaOne,Omeprazole,Global Remedies,Antacid,475.47,427.92,Out of stock,3.2,183
HealPlus,Metformin,ABC Pharma,Antacid,1076.49,861.19,Out of stock,4.0,284
Medix,Paracetamol,ABC Pharma,Analgesic,906.32,815.69,Out of stock,4.3,275
HealPlus,Paracetamol,Nova Life,Antacid,1596.5,1277.2,Out of stock,4.8,271
HealPlus,Atorvastatin,ABC Pharma,Analgesic,1208.42,966.74,Out of stock,5.0,409
Medix,Paracetamol,Global Remedies,Analgesic,1718.36,1632.44,Limited,3.1,216
HealPlus,Metformin,Medicare Ltd,Analgesic,49.71,47.22,Limited,2.6,13
PharmaOne,Amoxicillin,Global Remedies,Antacid,517.7,440.05,In stock,3.1,276
HealPlus,Omeprazole,Global Remedies,Antihypertensive,542.67,515.54,In stock,2.6,256
BioTrust,Atorvastatin,Medicare Ltd,Antihypertensive,1695.27,1695.27,Limited,4.9,112
LifeCare,Atorvastatin,Sun Healthcare,Antacid,1174.58,1174.58,Out of stock,3.2,100
LifeCare,Paracetamol,Global Remedies,Antibiotic,32.4,25.92,In stock,3.3,299
BioTrust,Atorvastatin,Medicare Ltd,Antibiotic,975.11,828.84,Limited,2.9,294
BioTrust,Atorvastatin,Global Remedies,Analgesic,1952.47,1854.85,In stock,4.2,361
BioTrust,Omeprazole,Medicare Ltd,Analgesic,1321.0,1122.85,In stock,4.8,496
BioTrust,Amoxicillin,Sun Healthcare,Antihypertensive,1305.92,1305.92,Out of stock,5.0,83
LifeCare,Metformin,Global Remedies,Antidiabetic,1953.31,1757.98,In stock,2.7,285
HealPlus,Paracetamol,Global Remedies,Antibiotic,799.88,799.88,Limited,3.0,297
HealPlus,Atorvastatin,Sun Healthcare,Antidiabetic,913.12,776.15,Limited,4.4,86
LifeCare,Metformin,Global Remedies,Antidiabetic,583.47,495.95,Limited,3.1,429
PharmaOne,Paracetamol,Global Remedies,Antihypertensive,1717.79,1717.79,Out of stock,3.8,242
LifeCare,Metformin,Nova Life,Antibiotic,1512.58,1210.06,Limited,4.9,68
PharmaOne,Amoxicillin,Medicare Ltd,Analgesic,114.19,102.77,Out of stock,4.5,195
LifeCare,Amoxicillin,ABC Pharma,Antibiotic,904.42,768.76,Limited,4.2,158
BioTrust,Amoxicillin,ABC Pharma,Analgesic,1939.27,1745.34,In stock,3.9,193
LifeCare,Metformin,Sun Healthcare,Antihypertensive,738.85,591.08,In stock,3.0,198
HealPlus,Amoxicillin,Medicare Ltd,Antibiotic,1761.16,1496.99,In stock,3.2,45
BioTrust,Omeprazole,Medicare Ltd,Analgesic,1951.07,1951.07,In stock,2.8,239
PharmaOne,Metformin,ABC Pharma,Analgesic,921.43,829.29,Limited,4.1,224
LifeCare,Paracetamol,ABC Pharma,Analgesic,745.29,596.23,In stock,4.7,110
PharmaOne,Amoxicillin,Medicare Ltd,Antacid,325.84,325.84,Limited,3.6,337
PharmaOne,Atorvastatin,Global Remedies,Antibiotic,1912.98,1912.98,Limited,3.1,142
BioTrust,Metformin,Sun Healthcare,Antibiotic,1732.8,1559.52,In stock,4.5,35
LifeCare,Metformin,Nova Life,Antibiotic,1314.87,1314.87,In stock,4.5,270
Medix,Paracetamol,Nova Life,Antidiabetic,829.85,746.87,Limited,4.3,288
BioTrust,Atorvastatin,Medicare Ltd,Antihypertensive,1492.95,1269.01,Out of stock,4.7,404
LifeCare,Amoxicillin,Global Remedies,Antacid,838.78,712.96,In stock,3.6,472
LifeCare,Paracetamol,Global Remedies,Antacid,390.65,312.52,Limited,3.9,161
BioTrust,Omeprazole,Global Remedies,Antacid,781.02,624.82,In stock,3.1,442
LifeCare,Omeprazole,Global Remedies,Analgesic,800.97,720.87,Out of stock,2.9,372
Medix,Atorvastatin,Global Remedies,Antidiabetic,1513.3,1513.3,In stock,4.2,20
Medix,Omeprazole,Sun Healthcare,Antidiabetic,1406.73,1406.73,In stock,4.0,270
PharmaOne,Atorvastatin,Global Remedies,Antidiabetic,1443.19,1298.87,In stock,4.0,498
BioTrust,Omeprazole,Medicare Ltd,Antidiabetic,241.04,241.04,In stock,4.4,7
HealPlus,Amoxicillin,Nova Life,Analgesic,1667.06,1583.71,Out of stock,4.0,3
LifeCare,Metformin,Medicare Ltd,Antibiotic,21.8,17.44,In stock,4.7,254
PharmaOne,Omeprazole,Global Remedies,Antidiabetic,607.32,607.32,Limited,4.6,74
HealPlus,Atorvastatin,Sun Healthcare,Antacid,495.05,396.04,Limited,3.8,107
BioTrust,Metformin,Medicare Ltd,Analgesic,257.51,218.88,In stock,4.3,280
BioTrust,Metformin,Global Remedies,Analgesic,1099.3,1099.3,In stock,3.2,20
HealPlus,Metformin,Medicare Ltd,Antidiabetic,766.53,766.53,Out of stock,3.5,500
PharmaOne,Amoxicillin,Medicare Ltd,Antidiabetic,479.26,431.33,Out of stock,4.7,419
LifeCare,Atorvastatin,Global Remedies,Antibiotic,75.37,67.83,Limited,4.9,130
LifeCare,Metformin,Sun Healthcare,Antibiotic,1769.64,1592.68,Out of stock,2.8,359
BioTrust,Omeprazole,Nova Life,Antibiotic,1378.09,1171.38,Out of stock,2.5,147
HealPlus,Amoxicillin,Nova Life,Analgesic,858.53,858.53,Out of stock,3.4,385
LifeCare,Omeprazole,ABC Pharma,Antihypertensive,1355.1,1084.08,Out of stock,2.7,321
LifeCare,Metformin,Global Remedies,Antibiotic,1964.91,1571.93,Limited,4.2,461
HealPlus,Atorvastatin,Sun Healthcare,Antibiotic,1236.95,1051.41,Out of stock,3.5,144
PharmaOne,Metformin,Medicare Ltd,Antacid,1226.16,1226.16,In stock,2.7,201
PharmaOne,Metformin,ABC Pharma,Antidiabetic,748.2,635.97,Out of stock,3.6,311
Medix,Omeprazole,Medicare Ltd,Antidiabetic,1352.65,1217.39,Out of stock,3.9,122
PharmaOne,Amoxicillin,Medicare Ltd,Antibiotic,961.95,817.66,Out of stock,3.3,142
PharmaOne,Amoxicillin,ABC Pharma,Antibiotic,974.87,926.13,Out of stock,4.2,473
LifeCare,Omeprazole,Sun Healthcare,Antibiotic,466.78,466.78,Limited,4.0,148
LifeCare,Omeprazole,Sun Healthcare,Analgesic,1347.84,1213.06,Limited,3.5,296
BioTrust,Amoxicillin,Sun Healthcare,Antihypertensive,1396.48,1326.66,Limited,4.0,489
Medix,Atorvastatin,Global Remedies,Antihypertensive,1105.83,995.25,Limited,2.6,285
BioTrust,Omeprazole,Nova Life,Antibiotic,298.76,298.76,Limited,4.1,464
HealPlus,Omeprazole,Sun Healthcare,Analgesic,298.09,268.28,Out of stock,4.0,333
LifeCare,Paracetamol,Global Remedies,Analgesic,1958.47,1958.47,Out of stock,4.8,1
HealPlus,Atorvastatin,Sun Healthcare,Antacid,1676.86,1676.86,Out of stock,4.2,248
LifeCare,Paracetamol,Sun Healthcare,Antacid,1279.95,1023.96,Limited,3.2,91
LifeCare,Atorvastatin,ABC Pharma,Antidiabetic,583.68,583.68,Out of stock,2.7,117
HealPlus,Atorvastatin,Medicare Ltd,Antibiotic,345.51,345.51,Limited,4.9,293
PharmaOne,Paracetamol,Global Remedies,Antacid,1454.44,1309.0,Limited,4.9,321
Medix,Paracetamol,Medicare Ltd,Antacid,599.61,539.65,Limited,4.0,235
BioTrust,Omeprazole,Medicare Ltd,Antihypertensive,1623.05,1379.59,In stock,4.6,114
BioTrust,Paracetamol,Global Remedies,Antibiotic,1393.51,1184.48,In stock,2.8,216
HealPlus,Metformin,Sun Healthcare,Antacid,1690.2,1521.18,Limited,2.9,376
HealPlus,Omeprazole,Medicare Ltd,Antihypertensive,594.52,535.07,Out of stock,2.9,93
Medix,Omeprazole,ABC Pharma,Antacid,679.28,645.32,Out of stock,4.9,72
BioTrust,Amoxicillin,Global Remedies,Antacid,888.12,710.5,Out of stock,3.7,458
LifeCare,Paracetamol,Medicare Ltd,Antacid,1029.26,1029.26,Limited,3.0,68
HealPlus,Metformin,Global Remedies,Analgesic,1946.36,1849.04,Limited,4.3,109
LifeCare,Metformin,Sun Healthcare,Analgesic,648.1,518.48,Limited,4.4,156
Medix,Paracetamol,Sun Healthcare,Antidiabetic,1033.57,878.53,In stock,4.5,404
BioTrust,Amoxicillin,Sun Healthcare,Antacid,858.09,772.28,In stock,2.6,135
Medix,Omeprazole,Global Remedies,Antihypertensive,338.74,321.8,Out of stock,4.0,496
LifeCare,Amoxicillin,Medicare Ltd,Analgesic,445.92,356.74,In stock,3.3,308
Medix,Atorvastatin,Global Remedies,Antibiotic,1854.45,1576.28,Limited,2.6,17
PharmaOne,Atorvastatin,Nova Life,Antidiabetic,1763.82,1587.44,In stock,4.9,48
Medix,Metformin,Sun Healthcare,Antidiabetic,1167.86,1167.86,Out of stock,4.5,212
LifeCare,Metformin,Sun Healthcare,Antihypertensive,1336.41,1069.13,Limited,4.8,166
BioTrust,Atorvastatin,Sun Healthcare,Analgesic,290.35,232.28,Limited,3.4,125
BioTrust,Metformin,Medicare Ltd,Antihypertensive,441.21,397.09,Limited,4.2,419
LifeCare,Amoxicillin,ABC Pharma,Analgesic,740.22,703.21,In stock,4.6,341
PharmaOne,Omeprazole,ABC Pharma,Antacid,1758.38,1406.7,In stock,3.8,207
BioTrust,Amoxicillin,Sun Healthcare,Antidiabetic,759.21,645.33,In stock,4.7,466
Medix,Paracetamol,Medicare Ltd,Antacid,922.19,829.97,In stock,4.2,35
PharmaOne,Omeprazole,ABC Pharma,Analgesic,368.7,313.39,In stock,3.0,482
PharmaOne,Omeprazole,ABC Pharma,Antacid,1107.69,886.15,In stock,5.0,456
PharmaOne,Omeprazole,ABC Pharma,Antidiabetic,1461.97,1315.77,Limited,3.9,45
BioTrust,Atorvastatin,ABC Pharma,Antibiotic,192.58,182.95,Limited,4.0,48
HealPlus,Omeprazole,ABC Pharma,Analgesic,1110.32,999.29,Out of stock,4.6,154
PharmaOne,Metformin,ABC Pharma,Analgesic,1911.76,1720.58,Limited,4.5,431
LifeCare,Atorvastatin,Nova Life,Antacid,1871.17,1684.05,Out of stock,4.0,101
LifeCare,Metformin,Global Remedies,Antihypertensive,966.42,918.1,Out of stock,3.8,227
HealPlus,Amoxicillin,Sun Healthcare,Analgesic,1898.15,1613.43,Limited,4.0,179
Medix,Paracetamol,Sun Healthcare,Analgesic,641.42,545.21,In stock,4.6,22
BioTrust,Amoxicillin,Nova Life,Analgesic,543.12,461.65,Out of stock,5.0,7
HealPlus,Paracetamol,Nova Life,Antidiabetic,617.92,617.92,Out of stock,4.7,100
LifeCare,Metformin,Medicare Ltd,Antihypertensive,21.89,20.8,In stock,3.2,186
BioTrust,Metformin,ABC Pharma,Antibiotic,1632.75,1306.2,Limited,3.3,217
LifeCare,Metformin,Nova Life,Antidiabetic,702.73,597.32,Limited,2.7,8
PharmaOne,Paracetamol,ABC Pharma,Antidiabetic,1608.09,1286.47,Limited,3.0,188
BioTrust,Atorvastatin,Nova Life,Antidiabetic,1374.14,1168.02,Limited,5.0,465
Medix,Paracetamol,Global Remedies,Analgesic,47.66,40.51,Out of stock,4.3,395
Medix,Amoxicillin,Medicare Ltd,Antidiabetic,274.31,233.16,Limited,3.8,396
BioTrust,Omeprazole,Medicare Ltd,Antihypertensive,308.2,246.56,Out of stock,2.8,155
Medix,Atorvastatin,Global Remedies,Analgesic,1381.65,1381.65,Limited,3.2,251
Medix,Paracetamol,Medicare Ltd,Antihypertensive,470.35,470.35,In stock,3.5,434
LifeCare,Atorvastatin,Global Remedies,Antacid,913.51,730.81,Limited,4.0,184
LifeCare,Metformin,ABC Pharma,Antacid,564.75,451.8,Out of stock,3.8,384
LifeCare,Paracetamol,Nova Life,Antidiabetic,218.3,218.3,Out of stock,4.2,275
PharmaOne,Metformin,Sun Healthcare,Antacid,947.15,852.43,Limited,3.0,311
PharmaOne,Paracetamol,Global Remedies,Analgesic,1049.52,892.09,Limited,4.4,298
