date,location,item,closing_stock,Inventory_Status,Recommendation,Alert,supplier
2025-03-17,Hospital B,Paracetamol,93,Warning,Reorder Soon,OK,Supplier X
2025-03-17,Hospital B,Amoxicillin,28,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-17,Hospital B,Rice,194,Healthy,No Action Required,OK,Supplier X
2025-03-17,Hospital B,Flour,12,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-17,Warehouse C,Paracetamol,70,Warning,Reorder Soon,OK,Supplier Y
2025-03-17,Warehouse C,Amoxicillin,106,Healthy,No Action Required,OK,Supplier Y
2025-03-17,Warehouse C,Rice,148,Healthy,No Action Required,OK,Supplier Y
2025-03-17,Warehouse C,Flour,51,Warning,Reorder Soon,OK,Supplier X
2025-03-18,Hospital A,Paracetamol,65,Warning,Reorder Soon,OK,Supplier X
2025-03-18,Hospital A,Amoxicillin,67,Warning,Reorder Soon,OK,Supplier X
2025-03-18,Hospital A,Rice,99,Warning,Reorder Soon,OK,Supplier Y
2025-03-18,Hospital A,Flour,69,Warning,Reorder Soon,OK,Supplier X
2025-03-18,Hospital B,Paracetamol,86,Warning,Reorder Soon,OK,Supplier X
2025-03-18,Hospital B,Amoxicillin,104,Healthy,No Action Required,OK,Supplier X
2025-03-18,Hospital B,Rice,27,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-18,Hospital B,Flour,154,Healthy,No Action Required,OK,Supplier Y
2025-03-18,Warehouse C,Paracetamol,122,Healthy,No Action Required,OK,Supplier Y
2025-03-18,Warehouse C,Amoxicillin,57,Warning,Reorder Soon,OK,Supplier Y
2025-03-18,Warehouse C,Rice,6,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-18,Warehouse C,Flour,84,Warning,Reorder Soon,OK,Supplier Y
2025-03-19,Hospital A,Paracetamol,2,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-19,Hospital A,Amoxicillin,98,Warning,Reorder Soon,OK,Supplier X
2025-03-19,Hospital A,Rice,89,Warning,Reorder Soon,OK,Supplier Y
2025-03-19,Hospital A,Flour,182,Healthy,No Action Required,OK,Supplier Y
2025-03-19,Hospital B,Paracetamol,21,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-19,Hospital B,Amoxicillin,46,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-19,Hospital B,Rice,92,Warning,Reorder Soon,OK,Supplier X
2025-03-19,Hospital B,Flour,104,Healthy,No Action Required,OK,Supplier X
2025-03-19,Warehouse C,Paracetamol,104,Healthy,No Action Required,OK,Supplier X
2025-03-19,Warehouse C,Amoxicillin,33,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-19,Warehouse C,Rice,14,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-19,Warehouse C,Flour,56,Warning,Reorder Soon,OK,Supplier Y
2025-03-20,Hospital A,Paracetamol,123,Healthy,No Action Required,OK,Supplier X
2025-03-20,Hospital A,Amoxicillin,101,Healthy,No Action Required,OK,Supplier Y
2025-03-20,Hospital A,Rice,42,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-20,Hospital A,Flour,2,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-20,Hospital B,Paracetamol,107,Healthy,No Action Required,OK,Supplier Y
2025-03-20,Hospital B,Amoxicillin,52,Warning,Reorder Soon,OK,Supplier X
2025-03-20,Hospital B,Rice,106,Healthy,No Action Required,OK,Supplier Y
2025-03-20,Hospital B,Flour,32,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-20,Warehouse C,Paracetamol,62,Warning,Reorder Soon,OK,Supplier X
2025-03-20,Warehouse C,Amoxicillin,107,Healthy,No Action Required,OK,Supplier X
2025-03-20,Warehouse C,Rice,114,Healthy,No Action Required,OK,Supplier Y
2025-03-20,Warehouse C,Flour,82,Warning,Reorder Soon,OK,Supplier Y
2025-03-21,Hospital A,Paracetamol,94,Warning,Reorder Soon,OK,Supplier Y
2025-03-21,Hospital A,Amoxicillin,110,Healthy,No Action Required,OK,Supplier Y
2025-03-21,Hospital A,Rice,131,Healthy,No Action Required,OK,Supplier X
2025-03-21,Hospital A,Flour,37,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-21,Hospital B,Paracetamol,64,Warning,Reorder Soon,OK,Supplier Y
2025-03-21,Hospital B,Amoxicillin,112,Healthy,No Action Required,OK,Supplier Y
2025-03-21,Hospital B,Rice,51,Warning,Reorder Soon,OK,Supplier X
2025-03-21,Hospital B,Flour,50,Warning,Reorder Soon,OK,Supplier X
2025-03-21,Warehouse C,Paracetamol,70,Warning,Reorder Soon,OK,Supplier Y
2025-03-21,Warehouse C,Amoxicillin,75,Warning,Reorder Soon,OK,Supplier X
2025-03-21,Warehouse C,Rice,88,Warning,Reorder Soon,OK,Supplier Y
2025-03-21,Warehouse C,Flour,88,Warning,Reorder Soon,OK,Supplier Y
2025-03-22,Hospital A,Paracetamol,131,Healthy,No Action Required,OK,Supplier Y
2025-03-22,Hospital A,Amoxicillin,11,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-22,Hospital A,Rice,28,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-22,Hospital A,Flour,13,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-22,Hospital B,Paracetamol,128,Healthy,No Action Required,OK,Supplier X
2025-03-22,Hospital B,Amoxicillin,137,Healthy,No Action Required,OK,Supplier X
2025-03-22,Hospital B,Rice,80,Warning,Reorder Soon,OK,Supplier X
2025-03-22,Hospital B,Flour,101,Healthy,No Action Required,OK,Supplier Y
2025-03-22,Warehouse C,Paracetamol,144,Healthy,No Action Required,OK,Supplier X
2025-03-22,Warehouse C,Amoxicillin,126,Healthy,No Action Required,OK,Supplier Y
2025-03-22,Warehouse C,Rice,109,Healthy,No Action Required,OK,Supplier Y
2025-03-22,Warehouse C,Flour,38,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-23,Hospital A,Paracetamol,120,Healthy,No Action Required,OK,Supplier X
2025-03-23,Hospital A,Amoxicillin,19,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-23,Hospital A,Rice,19,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-23,Hospital A,Flour,53,Warning,Reorder Soon,OK,Supplier Y
2025-03-23,Hospital B,Paracetamol,5,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-23,Hospital B,Amoxicillin,73,Warning,Reorder Soon,OK,Supplier X
2025-03-23,Hospital B,Rice,70,Warning,Reorder Soon,OK,Supplier X
2025-03-23,Hospital B,Flour,140,Healthy,No Action Required,OK,Supplier X
2025-03-23,Warehouse C,Paracetamol,85,Warning,Reorder Soon,OK,Supplier Y
2025-03-23,Warehouse C,Amoxicillin,6,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-23,Warehouse C,Rice,67,Warning,Reorder Soon,OK,Supplier X
2025-03-23,Warehouse C,Flour,103,Healthy,No Action Required,OK,Supplier X
2025-03-24,Hospital A,Paracetamol,55,Warning,Reorder Soon,OK,Supplier X
2025-03-24,Hospital A,Amoxicillin,141,Healthy,No Action Required,OK,Supplier Y
2025-03-24,Hospital A,Rice,35,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-24,Hospital A,Flour,117,Healthy,No Action Required,OK,Supplier X
2025-03-24,Hospital B,Paracetamol,18,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-24,Hospital B,Amoxicillin,67,Warning,Reorder Soon,OK,Supplier X
2025-03-24,Hospital B,Rice,60,Warning,Reorder Soon,OK,Supplier Y
2025-03-24,Hospital B,Flour,84,Warning,Reorder Soon,OK,Supplier Y
2025-03-24,Warehouse C,Paracetamol,77,Warning,Reorder Soon,OK,Supplier X
2025-03-24,Warehouse C,Amoxicillin,17,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-24,Warehouse C,Rice,99,Warning,Reorder Soon,OK,Supplier X
2025-03-24,Warehouse C,Flour,62,Warning,Reorder Soon,OK,Supplier Y
2025-03-25,Hospital A,Paracetamol,26,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-25,Hospital A,Amoxicillin,75,Warning,Reorder Soon,OK,Supplier Y
2025-03-25,Hospital A,Rice,20,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-25,Hospital A,Flour,118,Healthy,No Action Required,OK,Supplier X
2025-03-25,Hospital B,Paracetamol,126,Healthy,No Action Required,OK,Supplier Y
2025-03-25,Hospital B,Amoxicillin,55,Warning,Reorder Soon,OK,Supplier Y
2025-03-25,Hospital B,Rice,98,Warning,Reorder Soon,OK,Supplier X
2025-03-25,Hospital B,Flour,10,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-25,Warehouse C,Paracetamol,90,Warning,Reorder Soon,OK,Supplier Y
2025-03-25,Warehouse C,Amoxicillin,1,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-25,Warehouse C,Rice,67,Warning,Reorder Soon,OK,Supplier X
2025-03-25,Warehouse C,Flour,154,Healthy,No Action Required,OK,Supplier Y
2025-03-26,Hospital A,Paracetamol,107,Healthy,No Action Required,OK,Supplier Y
2025-03-26,Hospital A,Amoxicillin,7,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-26,Hospital A,Rice,24,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-26,Hospital A,Flour,41,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-26,Hospital B,Paracetamol,50,Warning,Reorder Soon,OK,Supplier X
2025-03-26,Hospital B,Amoxicillin,84,Warning,Reorder Soon,OK,Supplier X
2025-03-26,Hospital B,Rice,44,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-26,Hospital B,Flour,15,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-26,Warehouse C,Paracetamol,13,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-26,Warehouse C,Amoxicillin,163,Healthy,No Action Required,OK,Supplier X
2025-03-26,Warehouse C,Rice,19,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-26,Warehouse C,Flour,26,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-27,Hospital A,Paracetamol,29,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-27,Hospital A,Amoxicillin,52,Warning,Reorder Soon,OK,Supplier X
2025-03-27,Hospital A,Rice,129,Healthy,No Action Required,OK,Supplier X
2025-03-27,Hospital A,Flour,13,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-27,Hospital B,Paracetamol,147,Healthy,No Action Required,OK,Supplier Y
2025-03-27,Hospital B,Amoxicillin,31,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-27,Hospital B,Rice,18,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-27,Hospital B,Flour,93,Warning,Reorder Soon,OK,Supplier X
2025-03-27,Warehouse C,Paracetamol,103,Healthy,No Action Required,OK,Supplier X
2025-03-27,Warehouse C,Amoxicillin,84,Warning,Reorder Soon,OK,Supplier Y
2025-03-27,Warehouse C,Rice,140,Healthy,No Action Required,OK,Supplier Y
2025-03-27,Warehouse C,Flour,108,Healthy,No Action Required,OK,Supplier X
2025-03-28,Hospital A,Paracetamol,58,Warning,Reorder Soon,OK,Supplier Y
2025-03-28,Hospital A,Amoxicillin,60,Warning,Reorder Soon,OK,Supplier Y
2025-03-28,Hospital A,Rice,176,Healthy,No Action Required,OK,Supplier X
2025-03-28,Hospital A,Flour,135,Healthy,No Action Required,OK,Supplier Y
2025-03-28,Hospital B,Paracetamol,9,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-28,Hospital B,Amoxicillin,34,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-28,Hospital B,Rice,94,Warning,Reorder Soon,OK,Supplier Y
2025-03-28,Hospital B,Flour,89,Warning,Reorder Soon,OK,Supplier X
2025-03-28,Warehouse C,Paracetamol,53,Warning,Reorder Soon,OK,Supplier X
2025-03-28,Warehouse C,Amoxicillin,39,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-28,Warehouse C,Rice,79,Warning,Reorder Soon,OK,Supplier Y
2025-03-28,Warehouse C,Flour,65,Warning,Reorder Soon,OK,Supplier X
2025-03-29,Hospital A,Paracetamol,48,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-29,Hospital A,Amoxicillin,177,Healthy,No Action Required,OK,Supplier X
2025-03-29,Hospital A,Rice,96,Warning,Reorder Soon,OK,Supplier Y
2025-03-29,Hospital A,Flour,202,Healthy,No Action Required,OK,Supplier X
2025-03-29,Hospital B,Paracetamol,40,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-29,Hospital B,Amoxicillin,154,Healthy,No Action Required,OK,Supplier Y
2025-03-29,Hospital B,Rice,2,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-29,Hospital B,Flour,102,Healthy,No Action Required,OK,Supplier Y
2025-03-29,Warehouse C,Paracetamol,182,Healthy,No Action Required,OK,Supplier X
2025-03-29,Warehouse C,Amoxicillin,63,Warning,Reorder Soon,OK,Supplier Y
2025-03-29,Warehouse C,Rice,42,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-29,Warehouse C,Flour,12,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-30,Hospital A,Paracetamol,33,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-30,Hospital A,Amoxicillin,30,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-30,Hospital A,Rice,1,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-30,Hospital A,Flour,175,Healthy,No Action Required,OK,Supplier Y
2025-03-30,Hospital B,Paracetamol,35,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-30,Hospital B,Amoxicillin,15,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-30,Hospital B,Rice,18,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-30,Hospital B,Flour,64,Warning,Reorder Soon,OK,Supplier X
2025-03-30,Warehouse C,Paracetamol,41,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-30,Warehouse C,Amoxicillin,31,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-30,Warehouse C,Rice,51,Warning,Reorder Soon,OK,Supplier Y
2025-03-30,Warehouse C,Flour,136,Healthy,No Action Required,OK,Supplier Y
2025-03-31,Hospital A,Paracetamol,7,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-31,Hospital A,Amoxicillin,29,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-03-31,Hospital A,Rice,67,Warning,Reorder Soon,OK,Supplier X
2025-03-31,Hospital A,Flour,69,Warning,Reorder Soon,OK,Supplier X
2025-03-31,Hospital B,Paracetamol,94,Warning,Reorder Soon,OK,Supplier X
2025-03-31,Hospital B,Amoxicillin,33,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-31,Hospital B,Rice,113,Healthy,No Action Required,OK,Supplier X
2025-03-31,Hospital B,Flour,147,Healthy,No Action Required,OK,Supplier Y
2025-03-31,Warehouse C,Paracetamol,90,Warning,Reorder Soon,OK,Supplier X
2025-03-31,Warehouse C,Amoxicillin,83,Warning,Reorder Soon,OK,Supplier Y
2025-03-31,Warehouse C,Rice,7,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-03-31,Warehouse C,Flour,29,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-01,Hospital A,Paracetamol,59,Warning,Reorder Soon,OK,Supplier Y
2025-04-01,Hospital A,Amoxicillin,122,Healthy,No Action Required,OK,Supplier Y
2025-04-01,Hospital A,Rice,54,Warning,Reorder Soon,OK,Supplier Y
2025-04-01,Hospital A,Flour,88,Warning,Reorder Soon,OK,Supplier Y
2025-04-01,Hospital B,Paracetamol,54,Warning,Reorder Soon,OK,Supplier Y
2025-04-01,Hospital B,Amoxicillin,141,Healthy,No Action Required,OK,Supplier X
2025-04-01,Hospital B,Rice,27,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-01,Hospital B,Flour,101,Healthy,No Action Required,OK,Supplier Y
2025-04-01,Warehouse C,Paracetamol,55,Warning,Reorder Soon,OK,Supplier Y
2025-04-01,Warehouse C,Amoxicillin,122,Healthy,No Action Required,OK,Supplier Y
2025-04-01,Warehouse C,Rice,120,Healthy,No Action Required,OK,Supplier Y
2025-04-01,Warehouse C,Flour,64,Warning,Reorder Soon,OK,Supplier X
2025-04-02,Hospital A,Paracetamol,113,Healthy,No Action Required,OK,Supplier Y
2025-04-02,Hospital A,Amoxicillin,116,Healthy,No Action Required,OK,Supplier X
2025-04-02,Hospital A,Rice,23,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-02,Hospital A,Flour,106,Healthy,No Action Required,OK,Supplier X
2025-04-02,Hospital B,Paracetamol,49,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-02,Hospital B,Amoxicillin,52,Warning,Reorder Soon,OK,Supplier Y
2025-04-02,Hospital B,Rice,152,Healthy,No Action Required,OK,Supplier X
2025-04-02,Hospital B,Flour,63,Warning,Reorder Soon,OK,Supplier Y
2025-04-02,Warehouse C,Paracetamol,119,Healthy,No Action Required,OK,Supplier Y
2025-04-02,Warehouse C,Amoxicillin,86,Warning,Reorder Soon,OK,Supplier X
2025-04-02,Warehouse C,Rice,108,Healthy,No Action Required,OK,Supplier X
2025-04-02,Warehouse C,Flour,89,Warning,Reorder Soon,OK,Supplier X
2025-04-03,Hospital A,Paracetamol,107,Healthy,No Action Required,OK,Supplier X
2025-04-03,Hospital A,Amoxicillin,1,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-03,Hospital A,Rice,22,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-03,Hospital A,Flour,12,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-03,Hospital B,Paracetamol,128,Healthy,No Action Required,OK,Supplier X
2025-04-03,Hospital B,Amoxicillin,58,Warning,Reorder Soon,OK,Supplier Y
2025-04-03,Hospital B,Rice,66,Warning,Reorder Soon,OK,Supplier Y
2025-04-03,Hospital B,Flour,49,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-03,Warehouse C,Paracetamol,165,Healthy,No Action Required,OK,Supplier X
2025-04-03,Warehouse C,Amoxicillin,14,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-03,Warehouse C,Rice,81,Warning,Reorder Soon,OK,Supplier X
2025-04-03,Warehouse C,Flour,80,Warning,Reorder Soon,OK,Supplier X
2025-04-04,Hospital A,Paracetamol,34,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-04,Hospital A,Amoxicillin,8,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-04,Hospital A,Rice,44,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-04,Hospital A,Flour,60,Warning,Reorder Soon,OK,Supplier Y
2025-04-04,Hospital B,Paracetamol,50,Warning,Reorder Soon,OK,Supplier X
2025-04-04,Hospital B,Amoxicillin,38,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-04,Hospital B,Rice,8,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-04,Hospital B,Flour,18,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-04,Warehouse C,Paracetamol,74,Warning,Reorder Soon,OK,Supplier Y
2025-04-04,Warehouse C,Amoxicillin,170,Healthy,No Action Required,OK,Supplier Y
2025-04-04,Warehouse C,Rice,100,Healthy,No Action Required,OK,Supplier Y
2025-04-04,Warehouse C,Flour,170,Healthy,No Action Required,OK,Supplier X
2025-04-05,Hospital A,Paracetamol,38,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-05,Hospital A,Amoxicillin,84,Warning,Reorder Soon,OK,Supplier X
2025-04-05,Hospital A,Rice,67,Warning,Reorder Soon,OK,Supplier X
2025-04-05,Hospital A,Flour,12,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-05,Hospital B,Paracetamol,15,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-05,Hospital B,Amoxicillin,73,Warning,Reorder Soon,OK,Supplier Y
2025-04-05,Hospital B,Rice,108,Healthy,No Action Required,OK,Supplier X
2025-04-05,Hospital B,Flour,67,Warning,Reorder Soon,OK,Supplier Y
2025-04-05,Warehouse C,Paracetamol,9,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-05,Warehouse C,Amoxicillin,148,Healthy,No Action Required,OK,Supplier X
2025-04-05,Warehouse C,Rice,86,Warning,Reorder Soon,OK,Supplier Y
2025-04-05,Warehouse C,Flour,87,Warning,Reorder Soon,OK,Supplier Y
2025-04-06,Hospital A,Paracetamol,147,Healthy,No Action Required,OK,Supplier Y
2025-04-06,Hospital A,Amoxicillin,15,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-06,Hospital A,Rice,70,Warning,Reorder Soon,OK,Supplier Y
2025-04-06,Hospital A,Flour,20,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-06,Hospital B,Paracetamol,61,Warning,Reorder Soon,OK,Supplier Y
2025-04-06,Hospital B,Amoxicillin,8,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-06,Hospital B,Rice,100,Healthy,No Action Required,OK,Supplier Y
2025-04-06,Hospital B,Flour,54,Warning,Reorder Soon,OK,Supplier X
2025-04-06,Warehouse C,Paracetamol,58,Warning,Reorder Soon,OK,Supplier X
2025-04-06,Warehouse C,Amoxicillin,154,Healthy,No Action Required,OK,Supplier Y
2025-04-06,Warehouse C,Rice,215,Healthy,No Action Required,OK,Supplier Y
2025-04-06,Warehouse C,Flour,7,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-07,Hospital A,Paracetamol,81,Warning,Reorder Soon,OK,Supplier X
2025-04-07,Hospital A,Amoxicillin,121,Healthy,No Action Required,OK,Supplier X
2025-04-07,Hospital A,Rice,107,Healthy,No Action Required,OK,Supplier Y
2025-04-07,Hospital A,Flour,132,Healthy,No Action Required,OK,Supplier X
2025-04-07,Hospital B,Paracetamol,127,Healthy,No Action Required,OK,Supplier Y
2025-04-07,Hospital B,Amoxicillin,114,Healthy,No Action Required,OK,Supplier X
2025-04-07,Hospital B,Rice,13,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-07,Hospital B,Flour,23,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-07,Warehouse C,Paracetamol,114,Healthy,No Action Required,OK,Supplier X
2025-04-07,Warehouse C,Amoxicillin,51,Warning,Reorder Soon,OK,Supplier Y
2025-04-07,Warehouse C,Rice,46,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-07,Warehouse C,Flour,9,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-08,Hospital A,Paracetamol,95,Warning,Reorder Soon,OK,Supplier Y
2025-04-08,Hospital A,Amoxicillin,41,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-08,Hospital A,Rice,26,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-08,Hospital A,Flour,83,Warning,Reorder Soon,OK,Supplier Y
2025-04-08,Hospital B,Paracetamol,47,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-08,Hospital B,Amoxicillin,5,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-08,Hospital B,Rice,111,Healthy,No Action Required,OK,Supplier Y
2025-04-08,Hospital B,Flour,78,Warning,Reorder Soon,OK,Supplier Y
2025-04-08,Warehouse C,Paracetamol,63,Warning,Reorder Soon,OK,Supplier Y
2025-04-08,Warehouse C,Amoxicillin,67,Warning,Reorder Soon,OK,Supplier Y
2025-04-08,Warehouse C,Rice,3,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-08,Warehouse C,Flour,3,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-09,Hospital A,Paracetamol,77,Warning,Reorder Soon,OK,Supplier Y
2025-04-09,Hospital A,Amoxicillin,145,Healthy,No Action Required,OK,Supplier Y
2025-04-09,Hospital A,Rice,148,Healthy,No Action Required,OK,Supplier X
2025-04-09,Hospital A,Flour,115,Healthy,No Action Required,OK,Supplier X
2025-04-09,Hospital B,Paracetamol,24,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-09,Hospital B,Amoxicillin,108,Healthy,No Action Required,OK,Supplier Y
2025-04-09,Hospital B,Rice,69,Warning,Reorder Soon,OK,Supplier Y
2025-04-09,Hospital B,Flour,92,Warning,Reorder Soon,OK,Supplier X
2025-04-09,Warehouse C,Paracetamol,103,Healthy,No Action Required,OK,Supplier X
2025-04-09,Warehouse C,Amoxicillin,123,Healthy,No Action Required,OK,Supplier X
2025-04-09,Warehouse C,Rice,44,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-09,Warehouse C,Flour,23,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-10,Hospital A,Paracetamol,40,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-10,Hospital A,Amoxicillin,50,Warning,Reorder Soon,OK,Supplier Y
2025-04-10,Hospital A,Rice,90,Warning,Reorder Soon,OK,Supplier X
2025-04-10,Hospital A,Flour,47,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-10,Hospital B,Paracetamol,168,Healthy,No Action Required,OK,Supplier Y
2025-04-10,Hospital B,Amoxicillin,96,Warning,Reorder Soon,OK,Supplier Y
2025-04-10,Hospital B,Rice,7,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-10,Hospital B,Flour,26,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-10,Warehouse C,Paracetamol,13,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-10,Warehouse C,Amoxicillin,106,Healthy,No Action Required,OK,Supplier Y
2025-04-10,Warehouse C,Rice,140,Healthy,No Action Required,OK,Supplier Y
2025-04-10,Warehouse C,Flour,113,Healthy,No Action Required,OK,Supplier Y
2025-04-11,Hospital A,Paracetamol,20,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-11,Hospital A,Amoxicillin,109,Healthy,No Action Required,OK,Supplier X
2025-04-11,Hospital A,Rice,66,Warning,Reorder Soon,OK,Supplier Y
2025-04-11,Hospital A,Flour,2,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-11,Hospital B,Paracetamol,40,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-11,Hospital B,Amoxicillin,127,Healthy,No Action Required,OK,Supplier X
2025-04-11,Hospital B,Rice,18,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-11,Hospital B,Flour,137,Healthy,No Action Required,OK,Supplier Y
2025-04-11,Warehouse C,Paracetamol,14,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-11,Warehouse C,Amoxicillin,16,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-04-11,Warehouse C,Rice,74,Warning,Reorder Soon,OK,Supplier Y
2025-04-11,Warehouse C,Flour,132,Healthy,No Action Required,OK,Supplier Y
2025-04-12,Hospital A,Paracetamol,1,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-04-12,Hospital A,Amoxicillin,59,Warning,Reorder Soon,OK,Supplier Y
2025-04-12,Hospital A,Rice,62,Warning,Reorder Soon,OK,Supplier Y
2025-04-12,Hospital A,Flour,21,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
